title,description,link,publish_date
USC to remove John Wayne exhibit after actor's racist comments resurfaced,"The University of Southern California's School of Cinematic Arts will remove an exhibit dedicated to John Wayne as the late actor's past bigoted remarks have come under increased scrutiny.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=NCLHTUaCnBo:PfRRdmf9NVE:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=NCLHTUaCnBo:PfRRdmf9NVE:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=NCLHTUaCnBo:PfRRdmf9NVE:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=NCLHTUaCnBo:PfRRdmf9NVE:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=NCLHTUaCnBo:PfRRdmf9NVE:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=NCLHTUaCnBo:PfRRdmf9NVE:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=NCLHTUaCnBo:PfRRdmf9NVE:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/NCLHTUaCnBo"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/NCLHTUaCnBo/index.html,"<pubDate>Sun, 12 Jul 2020 17:13:12 GMT</pubDate>"
Dramatic video shows 8-year-old trapped in flood,"Rescue workers in Walton Hills, Ohio, respond to a call of an eight-year-old girl stranded in a flooded creek.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=TsO6q4MgA1Q:FAsgPIwOX34:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=TsO6q4MgA1Q:FAsgPIwOX34:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=TsO6q4MgA1Q:FAsgPIwOX34:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=TsO6q4MgA1Q:FAsgPIwOX34:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=TsO6q4MgA1Q:FAsgPIwOX34:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=TsO6q4MgA1Q:FAsgPIwOX34:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=TsO6q4MgA1Q:FAsgPIwOX34:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/TsO6q4MgA1Q"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/TsO6q4MgA1Q/girl-flooded-water-rescue-mxp-vpx.cnn,"<pubDate>Thu, 09 Jul 2020 14:59:50 GMT</pubDate>"
Teen surfer dies in suspected shark attack,"A 15-year-old boy died in a suspected shark attack while surfing in New South Wales, Australia, police said Saturday.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wdNslJFFmAI:01okCGvnksk:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wdNslJFFmAI:01okCGvnksk:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wdNslJFFmAI:01okCGvnksk:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=wdNslJFFmAI:01okCGvnksk:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wdNslJFFmAI:01okCGvnksk:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wdNslJFFmAI:01okCGvnksk:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=wdNslJFFmAI:01okCGvnksk:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/wdNslJFFmAI"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/wdNslJFFmAI/index.html,"<pubDate>Sun, 12 Jul 2020 02:15:21 GMT</pubDate>"
"Texas is a swing state in 2020, new polls reveal ","New CBS News/YouGov polls show President Donald Trump is in trouble in three states he won in 2016. He's tied with former Vice President Joe Biden in Arizona (46% to 46%), a state he won by four points in 2016. Trump's down 48% to 42% in Florida, a state he took by a point in 2016.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=B9iyyicebXQ:bo5a2U0F1S0:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=B9iyyicebXQ:bo5a2U0F1S0:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=B9iyyicebXQ:bo5a2U0F1S0:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=B9iyyicebXQ:bo5a2U0F1S0:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=B9iyyicebXQ:bo5a2U0F1S0:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=B9iyyicebXQ:bo5a2U0F1S0:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=B9iyyicebXQ:bo5a2U0F1S0:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/B9iyyicebXQ"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/B9iyyicebXQ/index.html,"<pubDate>Sun, 12 Jul 2020 20:05:05 GMT</pubDate>"
Republican says he'd rather vote for a 'tuna fish sandwich' over Trump,"Ads aren't unusual for an election year, but as CNN's Jeff Zeleny reports, Republican ""Never Trump"" groups are spending millions hoping to make the leader of their party a one-term president.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=7XVFK6IoXZs:dnwTQYbsG5Q:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=7XVFK6IoXZs:dnwTQYbsG5Q:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=7XVFK6IoXZs:dnwTQYbsG5Q:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=7XVFK6IoXZs:dnwTQYbsG5Q:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=7XVFK6IoXZs:dnwTQYbsG5Q:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=7XVFK6IoXZs:dnwTQYbsG5Q:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=7XVFK6IoXZs:dnwTQYbsG5Q:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/7XVFK6IoXZs"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/7XVFK6IoXZs/republican-never-trumper-groups-unite-against-president-donald-trump-zeleny-dnt-lead-vpx.cnn,"<pubDate>Thu, 09 Jul 2020 22:27:15 GMT</pubDate>"
Analysis: Historians will likely rank Trump as one of the worst presidents,"Poll of the week: A new Gallup poll puts President Donald Trump's approval rating at 38%. His disapproval rating stands at 57%.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=LVgcxMe6pBs:bxAGi4qO5MA:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=LVgcxMe6pBs:bxAGi4qO5MA:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=LVgcxMe6pBs:bxAGi4qO5MA:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=LVgcxMe6pBs:bxAGi4qO5MA:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=LVgcxMe6pBs:bxAGi4qO5MA:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=LVgcxMe6pBs:bxAGi4qO5MA:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=LVgcxMe6pBs:bxAGi4qO5MA:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/LVgcxMe6pBs"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/LVgcxMe6pBs/index.html,"<pubDate>Sun, 12 Jul 2020 17:35:49 GMT</pubDate>"
Opinion: Trump is the anti-Lincoln,"President Donald Trump is famously unencumbered by a sense of history -- except when he's trying to use American history as a wedge in the culture wars.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=mxAifVVysME:04JAP7bA3rk:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=mxAifVVysME:04JAP7bA3rk:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=mxAifVVysME:04JAP7bA3rk:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=mxAifVVysME:04JAP7bA3rk:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=mxAifVVysME:04JAP7bA3rk:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=mxAifVVysME:04JAP7bA3rk:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=mxAifVVysME:04JAP7bA3rk:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/mxAifVVysME"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/mxAifVVysME/index.html,"<pubDate>Sun, 12 Jul 2020 23:09:18 GMT</pubDate>"
Analysis: Why the dumb mask debate isn't over,"With just 114 days until the 2020 election, it will be here before you know it. Every Sunday, I will outline the 5 BIG storylines you need to know to understand the upcoming week on the campaign trail. And they're ranked -- so the No. 1 story is the most important of the coming week.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=9VrVmm0NoWs:WPui6GWrWCM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=9VrVmm0NoWs:WPui6GWrWCM:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=9VrVmm0NoWs:WPui6GWrWCM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=9VrVmm0NoWs:WPui6GWrWCM:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=9VrVmm0NoWs:WPui6GWrWCM:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=9VrVmm0NoWs:WPui6GWrWCM:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=9VrVmm0NoWs:WPui6GWrWCM:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/9VrVmm0NoWs"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/9VrVmm0NoWs/index.html,"<pubDate>Sun, 12 Jul 2020 22:47:11 GMT</pubDate>"
Hundreds of people celebrated July 4th at a Michigan lake. Now some have Covid-19,"After revelers celebrated the Fourth of July at a Michigan lake, some started testing positive for Covid-19 -- prompting health officials to warn other party-goers that they might have be infected, too.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YzDEytkHNxk:Ob4qwmU9BJE:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YzDEytkHNxk:Ob4qwmU9BJE:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YzDEytkHNxk:Ob4qwmU9BJE:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=YzDEytkHNxk:Ob4qwmU9BJE:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YzDEytkHNxk:Ob4qwmU9BJE:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YzDEytkHNxk:Ob4qwmU9BJE:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=YzDEytkHNxk:Ob4qwmU9BJE:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/YzDEytkHNxk"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/YzDEytkHNxk/index.html,"<pubDate>Sun, 12 Jul 2020 22:40:37 GMT</pubDate>"
Opinion: The two reasons Covid-19 is getting worse in the US,"The pandemic of 2020 is ravaging the United States faster every day. While many other developed countries gradually get back to normal, Americans are contracting Covid-19 in numbers that are hard to comprehend, breaking records every day.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Ukuo4lpibx4:VmhVMFVPlJI:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Ukuo4lpibx4:VmhVMFVPlJI:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Ukuo4lpibx4:VmhVMFVPlJI:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=Ukuo4lpibx4:VmhVMFVPlJI:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Ukuo4lpibx4:VmhVMFVPlJI:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Ukuo4lpibx4:VmhVMFVPlJI:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=Ukuo4lpibx4:VmhVMFVPlJI:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/Ukuo4lpibx4"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/Ukuo4lpibx4/index.html,"<pubDate>Sun, 12 Jul 2020 21:25:53 GMT</pubDate>"
7 takeaways from Disney World's July reopening,"I was one of the first guests back in Disney World on Saturday after nearly four months of the parks being closed down because of Covid-19.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=i0cbTboyD8k:JACO0PQVGIM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=i0cbTboyD8k:JACO0PQVGIM:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=i0cbTboyD8k:JACO0PQVGIM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=i0cbTboyD8k:JACO0PQVGIM:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=i0cbTboyD8k:JACO0PQVGIM:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=i0cbTboyD8k:JACO0PQVGIM:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=i0cbTboyD8k:JACO0PQVGIM:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/i0cbTboyD8k"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/i0cbTboyD8k/index.html,"<pubDate>Sun, 12 Jul 2020 21:59:19 GMT</pubDate>"
Brooklyn Beckham and Nicola Peltz are getting married,"Brooklyn Beckham asked Nicola Peltz to marry him, and she said yes, the cameraman and model announced on Saturday.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=z-D5-LsJ6t8:iM5Xvn7NHj0:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=z-D5-LsJ6t8:iM5Xvn7NHj0:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=z-D5-LsJ6t8:iM5Xvn7NHj0:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=z-D5-LsJ6t8:iM5Xvn7NHj0:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=z-D5-LsJ6t8:iM5Xvn7NHj0:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=z-D5-LsJ6t8:iM5Xvn7NHj0:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=z-D5-LsJ6t8:iM5Xvn7NHj0:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/z-D5-LsJ6t8"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/z-D5-LsJ6t8/index.html,"<pubDate>Sat, 11 Jul 2020 17:32:24 GMT</pubDate>"
She took a dishwashing job at her husband's nursing home so she could visit him during the pandemic,"Mary Daniel visited her husband Steve every day at his Florida memory care center until they stopped allowing visitors in March because of the coronavirus pandemic.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=VPfp15p6q-E:KX0kpMTc2wk:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=VPfp15p6q-E:KX0kpMTc2wk:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=VPfp15p6q-E:KX0kpMTc2wk:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=VPfp15p6q-E:KX0kpMTc2wk:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=VPfp15p6q-E:KX0kpMTc2wk:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=VPfp15p6q-E:KX0kpMTc2wk:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=VPfp15p6q-E:KX0kpMTc2wk:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/VPfp15p6q-E"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/VPfp15p6q-E/index.html,"<pubDate>Sun, 12 Jul 2020 09:14:15 GMT</pubDate>"
Watch police officer borrow bike to catch a murder suspect,"A biker in Atlanta helped police catch a murder suspect by loaning one of the officers his bike for the chase.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fRhrRtzlu6c:AUG-63FPWR8:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fRhrRtzlu6c:AUG-63FPWR8:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fRhrRtzlu6c:AUG-63FPWR8:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=fRhrRtzlu6c:AUG-63FPWR8:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fRhrRtzlu6c:AUG-63FPWR8:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fRhrRtzlu6c:AUG-63FPWR8:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=fRhrRtzlu6c:AUG-63FPWR8:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/fRhrRtzlu6c"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/fRhrRtzlu6c/police-borrow-bike-to-catch-murder-suspect-orig-llr.cnn,"<pubDate>Sat, 04 Jul 2020 13:03:53 GMT</pubDate>"
