title,description,link,publish_date
"NYT: Trump considered selling Puerto Rico after Hurricane Maria, ex-Cabinet official says","President Donald Trump considered the idea of selling Puerto Rico in 2017 after the island was devastated by Hurricane Maria, the former acting Homeland Security secretary told The New York Times in an interview published Friday.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=nJKiT_mWjeA:1RHJeGb-lY4:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=nJKiT_mWjeA:1RHJeGb-lY4:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=nJKiT_mWjeA:1RHJeGb-lY4:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=nJKiT_mWjeA:1RHJeGb-lY4:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=nJKiT_mWjeA:1RHJeGb-lY4:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=nJKiT_mWjeA:1RHJeGb-lY4:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=nJKiT_mWjeA:1RHJeGb-lY4:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/nJKiT_mWjeA"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/nJKiT_mWjeA/index.html,"<pubDate>Sun, 12 Jul 2020 16:50:07 GMT</pubDate>"
LA district attorney responds to being targeted by Black Lives Matter,"Black Lives Matter is targeting the Black district attorney of L.A. County -- the first Black person ever to hold the office. They say Jackie Lacey refuses to prosecute officers who kill civilians; she says she is just following the law.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wz7j1mHVxNI:R7gJ-4acZcQ:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wz7j1mHVxNI:R7gJ-4acZcQ:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wz7j1mHVxNI:R7gJ-4acZcQ:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=wz7j1mHVxNI:R7gJ-4acZcQ:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wz7j1mHVxNI:R7gJ-4acZcQ:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=wz7j1mHVxNI:R7gJ-4acZcQ:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=wz7j1mHVxNI:R7gJ-4acZcQ:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/wz7j1mHVxNI"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/wz7j1mHVxNI/jackie-lacey-targeted-by-black-lives-matter-movement-elam-pkg-ctn-vpx.cnn,"<pubDate>Sat, 11 Jul 2020 14:54:16 GMT</pubDate>"
He flaunted jets and wads of cash to 2.5 million followers. Then Feds found his posts,"Ramon Abbas openly flaunted a lavish lifestyle of private jets, designer clothes and luxury cars.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=yMdpH6y3GoQ:nLgffVExBuQ:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=yMdpH6y3GoQ:nLgffVExBuQ:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=yMdpH6y3GoQ:nLgffVExBuQ:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=yMdpH6y3GoQ:nLgffVExBuQ:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=yMdpH6y3GoQ:nLgffVExBuQ:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=yMdpH6y3GoQ:nLgffVExBuQ:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=yMdpH6y3GoQ:nLgffVExBuQ:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/yMdpH6y3GoQ"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/yMdpH6y3GoQ/index.html,"<pubDate>Sun, 12 Jul 2020 15:52:17 GMT</pubDate>"
Trump attempts to justify his frequent golf outings as 'exercise',"President Donald Trump on Sunday defended what he described as his ""exercise"" regimen, tweeting a justification for his frequent golf outings and claiming them as sufficient physical activity.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=qVJNxQwM7R0:GuxrJanGj2Y:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=qVJNxQwM7R0:GuxrJanGj2Y:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=qVJNxQwM7R0:GuxrJanGj2Y:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=qVJNxQwM7R0:GuxrJanGj2Y:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=qVJNxQwM7R0:GuxrJanGj2Y:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=qVJNxQwM7R0:GuxrJanGj2Y:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=qVJNxQwM7R0:GuxrJanGj2Y:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/qVJNxQwM7R0"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/qVJNxQwM7R0/index.html,"<pubDate>Sun, 12 Jul 2020 16:46:08 GMT</pubDate>"
"Bollywood star, once dubbed 'The Most Beautiful Woman in the World,' tests positive for Covid-19","Iconic Bollywood actress Aishwarya Rai Bachchan and her daughter, Aaradhya, tested positive for coronavirus following news that Aishwarya's husband and father-in-law were hospitalized with the virus.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=X0retmGJ7k8:2VFqMmA4KSY:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=X0retmGJ7k8:2VFqMmA4KSY:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=X0retmGJ7k8:2VFqMmA4KSY:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=X0retmGJ7k8:2VFqMmA4KSY:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=X0retmGJ7k8:2VFqMmA4KSY:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=X0retmGJ7k8:2VFqMmA4KSY:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=X0retmGJ7k8:2VFqMmA4KSY:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/X0retmGJ7k8"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/X0retmGJ7k8/index.html,"<pubDate>Sun, 12 Jul 2020 22:12:36 GMT</pubDate>"
Brian Stelter: Big lies are taking their toll,"CNN's Brian Stelter breaks down President Donald Trump's recent false and confusing claims.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=AG3BVDRQMfE:MPFVu9fkIHg:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=AG3BVDRQMfE:MPFVu9fkIHg:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=AG3BVDRQMfE:MPFVu9fkIHg:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=AG3BVDRQMfE:MPFVu9fkIHg:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=AG3BVDRQMfE:MPFVu9fkIHg:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=AG3BVDRQMfE:MPFVu9fkIHg:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=AG3BVDRQMfE:MPFVu9fkIHg:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/AG3BVDRQMfE"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/AG3BVDRQMfE/brian-stelter-trump-truth-emergency-rs-vpx.cnn,"<pubDate>Sun, 12 Jul 2020 16:07:31 GMT</pubDate>"
Opinion: The truth Trump won't see about reopening schools,"""Come on, it's not that hard."" So said White House economic adviser Larry Kudlow to CNN's Kaitlan Collins on Friday when asked about lost productivity, as parents care for children out of school during the pandemic. ""Just go back to school, we can do that.""<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=QW3XCEOwPlg:3GMH5r1phRo:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=QW3XCEOwPlg:3GMH5r1phRo:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=QW3XCEOwPlg:3GMH5r1phRo:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=QW3XCEOwPlg:3GMH5r1phRo:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=QW3XCEOwPlg:3GMH5r1phRo:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=QW3XCEOwPlg:3GMH5r1phRo:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=QW3XCEOwPlg:3GMH5r1phRo:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/QW3XCEOwPlg"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/QW3XCEOwPlg/index.html,"<pubDate>Sun, 12 Jul 2020 14:28:59 GMT</pubDate>"
Former USA Gymnastics coach is arrested and faces charges of lewdness with a minor,"A former gymnastics coach was arrested in Las Vegas and faces 14 counts of lewdness with a child under age 14, authorities said<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=daWRIGBbNyM:0z6sAwcu684:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=daWRIGBbNyM:0z6sAwcu684:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=daWRIGBbNyM:0z6sAwcu684:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=daWRIGBbNyM:0z6sAwcu684:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=daWRIGBbNyM:0z6sAwcu684:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=daWRIGBbNyM:0z6sAwcu684:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=daWRIGBbNyM:0z6sAwcu684:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/daWRIGBbNyM"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/daWRIGBbNyM/index.html,"<pubDate>Sun, 12 Jul 2020 06:15:27 GMT</pubDate>"
A massive fire has destroyed a 249-year-old church in California,"California firefighters are investigating the origin of a fire that destroyed a historic 249-year-old Catholic church.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gLNfloXwlNQ:EzXVfzvMAcU:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gLNfloXwlNQ:EzXVfzvMAcU:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gLNfloXwlNQ:EzXVfzvMAcU:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=gLNfloXwlNQ:EzXVfzvMAcU:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gLNfloXwlNQ:EzXVfzvMAcU:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gLNfloXwlNQ:EzXVfzvMAcU:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=gLNfloXwlNQ:EzXVfzvMAcU:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/gLNfloXwlNQ"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/gLNfloXwlNQ/index.html,"<pubDate>Sun, 12 Jul 2020 22:45:30 GMT</pubDate>"
What August Alsina said after Jada Pinkett Smith and Will Smith's 'Red Table Talk',"People are fascinated by August Alsina's ""entanglement"" with Jada Pinkett Smith, but the singer seems less than thrilled with all the attention.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=s6jDZXKohD0:sBgDn7bRi8w:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=s6jDZXKohD0:sBgDn7bRi8w:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=s6jDZXKohD0:sBgDn7bRi8w:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=s6jDZXKohD0:sBgDn7bRi8w:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=s6jDZXKohD0:sBgDn7bRi8w:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=s6jDZXKohD0:sBgDn7bRi8w:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=s6jDZXKohD0:sBgDn7bRi8w:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/s6jDZXKohD0"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/s6jDZXKohD0/index.html,"<pubDate>Sun, 12 Jul 2020 16:52:47 GMT</pubDate>"
Italian Alps experiencing a colorful phenomenon,"Scientists are studying the climate impact of the spread of algae that is turning snow pink in the Italian Alps.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=j9EeEWHuQ7k:GSFYj0SxO3I:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=j9EeEWHuQ7k:GSFYj0SxO3I:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=j9EeEWHuQ7k:GSFYj0SxO3I:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=j9EeEWHuQ7k:GSFYj0SxO3I:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=j9EeEWHuQ7k:GSFYj0SxO3I:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=j9EeEWHuQ7k:GSFYj0SxO3I:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=j9EeEWHuQ7k:GSFYj0SxO3I:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/j9EeEWHuQ7k"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/j9EeEWHuQ7k/italy-pink-snow-algae-orig-vstop-bdk.cnn,"<pubDate>Mon, 06 Jul 2020 17:01:18 GMT</pubDate>"
Pope 'very saddened' as Turkey converts Hagia Sophia from museum to mosque,"Pope Francis stood in silence for several minutes at his weekly Angelus prayer Sunday, after he talked about Turkey's decision to convert the Hagia Sophia back into a mosque.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fSEsbyltF6A:zp0yYgwzH4g:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fSEsbyltF6A:zp0yYgwzH4g:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fSEsbyltF6A:zp0yYgwzH4g:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=fSEsbyltF6A:zp0yYgwzH4g:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fSEsbyltF6A:zp0yYgwzH4g:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=fSEsbyltF6A:zp0yYgwzH4g:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=fSEsbyltF6A:zp0yYgwzH4g:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/fSEsbyltF6A"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/fSEsbyltF6A/index.html,"<pubDate>Sun, 12 Jul 2020 23:08:03 GMT</pubDate>"
Penguins take field trip to Chicago museum,"Penguins from the Shedd Aquarium spent the day at the Field Museum checking out their ancestors, like the T. Rex.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=BkQB40zWTdw:5GEBRBOtBE0:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=BkQB40zWTdw:5GEBRBOtBE0:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=BkQB40zWTdw:5GEBRBOtBE0:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=BkQB40zWTdw:5GEBRBOtBE0:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=BkQB40zWTdw:5GEBRBOtBE0:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=BkQB40zWTdw:5GEBRBOtBE0:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=BkQB40zWTdw:5GEBRBOtBE0:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/BkQB40zWTdw"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/BkQB40zWTdw/penguins-field-museum-dinosaurs-orig-mss.cnn,"<pubDate>Sun, 12 Jul 2020 18:59:40 GMT</pubDate>"
"Somebody paid a record $114,000 for a rare Super Mario Bros. video game","An anonymous buyer bid a record $114,000 for a rare, unopened copy of the classic video game Super Mario Bros.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=__ldTGYyK2M:2Pik45570es:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=__ldTGYyK2M:2Pik45570es:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=__ldTGYyK2M:2Pik45570es:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=__ldTGYyK2M:2Pik45570es:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=__ldTGYyK2M:2Pik45570es:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=__ldTGYyK2M:2Pik45570es:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=__ldTGYyK2M:2Pik45570es:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/__ldTGYyK2M"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/__ldTGYyK2M/index.html,"<pubDate>Sat, 11 Jul 2020 20:15:21 GMT</pubDate>"
